"Crewmate","Day","Event","Count"
"Kyle","2","Skipped",7
"LegenVD","2","Skipped",4
"TheAsianAvenger","2","Skipped",2
"Whyin","2","Skipped",1
"GrahamLRR","2","Skipped",2
"Bloody","2","Skipped",40
"Seabats","2","Skipped",4
"AshlenRose","2","Skipped",2
"Voxy","2","Skipped",5
"SwayingRug","2","Skipped",0
"Fader","2","Skipped",16
"TomM","2","Skipped",22
"ScaldingHotSoup","2","Skipped",3
"Corey","2","Skipped",3
"Chosaucer","2","Skipped",25
"BennyB","2","Skipped",31
"Mullibok","2","Skipped",4
"JohnnyCatz","2","Skipped",2
"DoubleFried","2","Skipped",20
"Kibler","2","Skipped",9
"Rafon","2","Skipped",0
"HGRose","2","Skipped",10
"nucleosynth","2","Skipped",5
"Colossus","2","Skipped",2
"Trotske","2","Skipped",2
"Seven","2","Skipped",6
"Saku","2","Skipped",2
"Adrien","2","Skipped",1
"Riley","2","Skipped",5
"Toffel","2","Skipped",6
"Stranjak","2","Skipped",0
"hafu","2","Skipped",2
"DaveWilliams","2","Skipped",7
"Nairbly","2","Skipped",11
"Wolf","2","Skipped",5
"FoxBox","2","Skipped",4
"Ryuu","2","Skipped",3
"coco","2","Skipped",3
"yoinkster","2","Skipped",4
"DuckMyInt","2","Skipped",0
"Isaac","2","Skipped",1
"BRazz","2","Skipped",13
"Scott","2","Skipped",28
"Iroknight","2","Skipped",3
"Dix","2","Skipped",4
"Nick","2","Skipped",11
"Eric","2","Skipped",8
"Nate","2","Skipped",0
"AbeyBaby","2","Skipped",0
"TomRoss","2","Skipped",5
"BradNelson","2","Skipped",1
"Zhoola","2","Skipped",20
"Platypus","2","Skipped",16
"Jason","2","Skipped",22
"niphette","2","Skipped",0
"Bonde","2","Skipped",0
"LeeSharpe","2","Skipped",0
"GGards","2","Skipped",1
"SamSherman","2","Skipped",0
"CALC","2","Skipped",0
"honk","2","Skipped",15
"Murklurker","2","Skipped",2
"Aberdasher","2","Skipped",0
"rettoto","2","Skipped",0
"MurkLurker","2","Skipped",2
"flutter","2","Skipped",9
"Skadj","2","Skipped",1
"ZJ","2","Skipped",3
"sponsz","2","Skipped",2
"Bim","2","Skipped",1
"HunterPence","2","Skipped",2
"LSV","2","Voted_Impostor",28
"dokomoy","2","Voted_Impostor",44
"Keaton","2","Voted_Impostor",34
"zlubars","2","Voted_Impostor",28
"BK","2","Voted_Impostor",54
"Dreamy","2","Voted_Impostor",11
"5up","2","Voted_Impostor",6
"Eirik","2","Voted_Impostor",8
"wrapter","2","Voted_Impostor",16
"Mani","2","Voted_Impostor",25
"Gaby","2","Voted_Impostor",6
"samie","2","Voted_Impostor",0
"LadyAtarka","2","Voted_Impostor",22
"Oltanya","2","Voted_Impostor",22
"Bene","2","Voted_Impostor",0
"Ian","2","Voted_Impostor",19
"Pojo","2","Voted_Impostor",25
"Sam","2","Voted_Impostor",43
"Pheylop","2","Voted_Impostor",42
"jorbs","2","Voted_Impostor",25
"julie","2","Voted_Impostor",0
"Ahamkara","2","Voted_Impostor",36
"dcsports8","2","Voted_Impostor",9
"Ben P","2","Voted_Impostor",1
"Squirrel_Loot","2","Voted_Impostor",5
"Stunlock","2","Voted_Impostor",3
"Rada","2","Voted_Impostor",5
"PANCAKE","2","Voted_Impostor",1
"Memes","2","Voted_Impostor",16
"synthe","2","Voted_Impostor",3
"Emily","2","Voted_Impostor",5
"CoolJets","2","Voted_Impostor",8
"Ambiance","2","Voted_Impostor",0
"DBatterskull","2","Voted_Impostor",10
"bsweitz","2","Voted_Impostor",23
"Zyla","2","Voted_Impostor",4
"Andrew","2","Voted_Impostor",31
"Barnabus","2","Voted_Impostor",16
"Kyle","2","Voted_Impostor",3
"LegenVD","2","Voted_Impostor",3
"TheAsianAvenger","2","Voted_Impostor",4
"Whyin","2","Voted_Impostor",0
"GrahamLRR","2","Voted_Impostor",2
"Bloody","2","Voted_Impostor",25
"Seabats","2","Voted_Impostor",6
"AshlenRose","2","Voted_Impostor",2
"Voxy","2","Voted_Impostor",1
"SwayingRug","2","Voted_Impostor",0
"Fader","2","Voted_Impostor",7
"TomM","2","Voted_Impostor",18
"ScaldingHotSoup","2","Voted_Impostor",1
"Corey","2","Voted_Impostor",1
"Chosaucer","2","Voted_Impostor",17
"BennyB","2","Voted_Impostor",14
"Mullibok","2","Voted_Impostor",3
"JohnnyCatz","2","Voted_Impostor",0
"DoubleFried","2","Voted_Impostor",18
"Kibler","2","Voted_Impostor",9
"Rafon","2","Voted_Impostor",3
"HGRose","2","Voted_Impostor",11
"nucleosynth","2","Voted_Impostor",4
"Colossus","2","Voted_Impostor",0
"Trotske","2","Voted_Impostor",3
"Seven","2","Voted_Impostor",6
"Saku","2","Voted_Impostor",3
"Adrien","2","Voted_Impostor",0
"Riley","2","Voted_Impostor",0
"Toffel","2","Voted_Impostor",4
"Stranjak","2","Voted_Impostor",1
"hafu","2","Voted_Impostor",1
"DaveWilliams","2","Voted_Impostor",3
"Nairbly","2","Voted_Impostor",9
"Wolf","2","Voted_Impostor",1
"FoxBox","2","Voted_Impostor",4
"Ryuu","2","Voted_Impostor",3
"coco","2","Voted_Impostor",3
"yoinkster","2","Voted_Impostor",4
"DuckMyInt","2","Voted_Impostor",0
"Isaac","2","Voted_Impostor",2
"BRazz","2","Voted_Impostor",6
"Scott","2","Voted_Impostor",21
"Iroknight","2","Voted_Impostor",6
"Dix","2","Voted_Impostor",2
"Nick","2","Voted_Impostor",4
"Eric","2","Voted_Impostor",3
"Nate","2","Voted_Impostor",1
"AbeyBaby","2","Voted_Impostor",0
"TomRoss","2","Voted_Impostor",1
"BradNelson","2","Voted_Impostor",1
"Zhoola","2","Voted_Impostor",20
"Platypus","2","Voted_Impostor",9
"Jason","2","Voted_Impostor",15
"niphette","2","Voted_Impostor",0
"Bonde","2","Voted_Impostor",0
"LeeSharpe","2","Voted_Impostor",0
"GGards","2","Voted_Impostor",0
"SamSherman","2","Voted_Impostor",0
"CALC","2","Voted_Impostor",0
"honk","2","Voted_Impostor",15
"Murklurker","2","Voted_Impostor",0
"Aberdasher","2","Voted_Impostor",2
"rettoto","2","Voted_Impostor",1
"MurkLurker","2","Voted_Impostor",0
"flutter","2","Voted_Impostor",4
"Skadj","2","Voted_Impostor",1
"ZJ","2","Voted_Impostor",1
"sponsz","2","Voted_Impostor",0
"Bim","2","Voted_Impostor",2
"HunterPence","2","Voted_Impostor",0
"LSV","2","Voted_Crew",6
"dokomoy","2","Voted_Crew",15
"Keaton","2","Voted_Crew",6
"zlubars","2","Voted_Crew",9
"BK","2","Voted_Crew",20
"Dreamy","2","Voted_Crew",3
"5up","2","Voted_Crew",1
"Eirik","2","Voted_Crew",4
"wrapter","2","Voted_Crew",11
"Mani","2","Voted_Crew",11
"Gaby","2","Voted_Crew",6
"samie","2","Voted_Crew",0
"LadyAtarka","2","Voted_Crew",5
"Oltanya","2","Voted_Crew",11
"Bene","2","Voted_Crew",1
"Ian","2","Voted_Crew",14
"Pojo","2","Voted_Crew",13
"Sam","2","Voted_Crew",16
"Pheylop","2","Voted_Crew",16
"jorbs","2","Voted_Crew",9
"julie","2","Voted_Crew",0
"Ahamkara","2","Voted_Crew",12
"dcsports8","2","Voted_Crew",2
"Ben P","2","Voted_Crew",0
"Squirrel_Loot","2","Voted_Crew",2
"Stunlock","2","Voted_Crew",0
"Rada","2","Voted_Crew",0
"PANCAKE","2","Voted_Crew",0
"Memes","2","Voted_Crew",8
"synthe","2","Voted_Crew",0
"Emily","2","Voted_Crew",1
"CoolJets","2","Voted_Crew",7
"Ambiance","2","Voted_Crew",0
"DBatterskull","2","Voted_Crew",9
"bsweitz","2","Voted_Crew",21
"Zyla","2","Voted_Crew",4
"Andrew","2","Voted_Crew",9
"Barnabus","2","Voted_Crew",12
"Kyle","2","Voted_Crew",2
"LegenVD","2","Voted_Crew",2
"TheAsianAvenger","2","Voted_Crew",1
"Whyin","2","Voted_Crew",0
"GrahamLRR","2","Voted_Crew",2
"Bloody","2","Voted_Crew",9
"Seabats","2","Voted_Crew",4
"AshlenRose","2","Voted_Crew",0
"Voxy","2","Voted_Crew",0
"SwayingRug","2","Voted_Crew",1
"Fader","2","Voted_Crew",2
"TomM","2","Voted_Crew",3
"ScaldingHotSoup","2","Voted_Crew",1
"Corey","2","Voted_Crew",2
"Chosaucer","2","Voted_Crew",10
"BennyB","2","Voted_Crew",7
"Mullibok","2","Voted_Crew",2
"JohnnyCatz","2","Voted_Crew",0
"DoubleFried","2","Voted_Crew",6
"Kibler","2","Voted_Crew",4
"Rafon","2","Voted_Crew",0
"HGRose","2","Voted_Crew",3
"nucleosynth","2","Voted_Crew",1
"Colossus","2","Voted_Crew",0
"Trotske","2","Voted_Crew",0
"Seven","2","Voted_Crew",2
"Saku","2","Voted_Crew",2
"Adrien","2","Voted_Crew",0
"Riley","2","Voted_Crew",0
"Toffel","2","Voted_Crew",2
"Stranjak","2","Voted_Crew",0
"hafu","2","Voted_Crew",0
"DaveWilliams","2","Voted_Crew",1
"Nairbly","2","Voted_Crew",1
"Wolf","2","Voted_Crew",0
"FoxBox","2","Voted_Crew",2
"Ryuu","2","Voted_Crew",2
"coco","2","Voted_Crew",1
"yoinkster","2","Voted_Crew",0
"DuckMyInt","2","Voted_Crew",0
"Isaac","2","Voted_Crew",0
"BRazz","2","Voted_Crew",6
"Scott","2","Voted_Crew",7
"Iroknight","2","Voted_Crew",0
"Dix","2","Voted_Crew",1
"Nick","2","Voted_Crew",4
"Eric","2","Voted_Crew",3
"Nate","2","Voted_Crew",0
"AbeyBaby","2","Voted_Crew",1
"TomRoss","2","Voted_Crew",2
"BradNelson","2","Voted_Crew",1
"Zhoola","2","Voted_Crew",3
"Platypus","2","Voted_Crew",2
"Jason","2","Voted_Crew",2
"niphette","2","Voted_Crew",0
"Bonde","2","Voted_Crew",0
"LeeSharpe","2","Voted_Crew",2
"GGards","2","Voted_Crew",1
"SamSherman","2","Voted_Crew",1
"CALC","2","Voted_Crew",0
"honk","2","Voted_Crew",2
"Murklurker","2","Voted_Crew",1
"Aberdasher","2","Voted_Crew",0
"rettoto","2","Voted_Crew",0
"MurkLurker","2","Voted_Crew",1
"flutter","2","Voted_Crew",1
"Skadj","2","Voted_Crew",0
"ZJ","2","Voted_Crew",1
"sponsz","2","Voted_Crew",0
"Bim","2","Voted_Crew",0
"HunterPence","2","Voted_Crew",0
"LSV","3","Times_Alive",37
"dokomoy","3","Times_Alive",65
"Keaton","3","Times_Alive",44
"zlubars","3","Times_Alive",37
"BK","3","Times_Alive",82
"Dreamy","3","Times_Alive",14
"5up","3","Times_Alive",7
"Eirik","3","Times_Alive",12
"wrapter","3","Times_Alive",24
"Mani","3","Times_Alive",40
"Gaby","3","Times_Alive",20
"samie","3","Times_Alive",1
"LadyAtarka","3","Times_Alive",28
"Oltanya","3","Times_Alive",30
"Bene","3","Times_Alive",3
"Ian","3","Times_Alive",38
"Pojo","3","Times_Alive",36
"Sam","3","Times_Alive",79
"Pheylop","3","Times_Alive",55
"jorbs","3","Times_Alive",36
"julie","3","Times_Alive",2
"Ahamkara","3","Times_Alive",57
"dcsports8","3","Times_Alive",14
"Ben P","3","Times_Alive",1
"Squirrel_Loot","3","Times_Alive",3
"Stunlock","3","Times_Alive",4
"Rada","3","Times_Alive",9
"PANCAKE","3","Times_Alive",1
"Memes","3","Times_Alive",23
"synthe","3","Times_Alive",0
"Emily","3","Times_Alive",5
"CoolJets","3","Times_Alive",13
"Ambiance","3","Times_Alive",2
"DBatterskull","3","Times_Alive",24
"bsweitz","3","Times_Alive",62
"Zyla","3","Times_Alive",11
"Andrew","3","Times_Alive",47
"Barnabus","3","Times_Alive",29
"Kyle","3","Times_Alive",8
"LegenVD","3","Times_Alive",6
"TheAsianAvenger","3","Times_Alive",4
"Whyin","3","Times_Alive",1
"GrahamLRR","3","Times_Alive",5
"Bloody","3","Times_Alive",58
"Seabats","3","Times_Alive",7
"AshlenRose","3","Times_Alive",3
"Voxy","3","Times_Alive",4
"SwayingRug","3","Times_Alive",1
"Fader","3","Times_Alive",13
"TomM","3","Times_Alive",20
"ScaldingHotSoup","3","Times_Alive",4
"Corey","3","Times_Alive",4
"Chosaucer","3","Times_Alive",31
"BennyB","3","Times_Alive",32
"Mullibok","3","Times_Alive",5
"JohnnyCatz","3","Times_Alive",0
"DoubleFried","3","Times_Alive",24
"Kibler","3","Times_Alive",11
"Rafon","3","Times_Alive",1
"HGRose","3","Times_Alive",14
"nucleosynth","3","Times_Alive",7
"Colossus","3","Times_Alive",1
"Trotske","3","Times_Alive",3
"Seven","3","Times_Alive",7
"Saku","3","Times_Alive",5
"Adrien","3","Times_Alive",1
"Riley","3","Times_Alive",3
"Toffel","3","Times_Alive",8
"Stranjak","3","Times_Alive",0
"hafu","3","Times_Alive",0
"DaveWilliams","3","Times_Alive",6
"Nairbly","3","Times_Alive",12
"Wolf","3","Times_Alive",5
"FoxBox","3","Times_Alive",6
"Ryuu","3","Times_Alive",6
"coco","3","Times_Alive",5
"yoinkster","3","Times_Alive",5
"DuckMyInt","3","Times_Alive",0
"Isaac","3","Times_Alive",1
"BRazz","3","Times_Alive",10
"Scott","3","Times_Alive",31
"Iroknight","3","Times_Alive",4
"Dix","3","Times_Alive",3
"Nick","3","Times_Alive",11
"Eric","3","Times_Alive",7
"Nate","3","Times_Alive",0
"AbeyBaby","3","Times_Alive",1
"TomRoss","3","Times_Alive",6
"BradNelson","3","Times_Alive",3
"Zhoola","3","Times_Alive",28
"Platypus","3","Times_Alive",16
"Jason","3","Times_Alive",23
"niphette","3","Times_Alive",0
"Bonde","3","Times_Alive",0
"LeeSharpe","3","Times_Alive",2
"GGards","3","Times_Alive",1
"SamSherman","3","Times_Alive",1
"CALC","3","Times_Alive",0
"honk","3","Times_Alive",20
"Murklurker","3","Times_Alive",1
"Aberdasher","3","Times_Alive",0
"rettoto","3","Times_Alive",0
"MurkLurker","3","Times_Alive",1
"flutter","3","Times_Alive",9
"Skadj","3","Times_Alive",1
"ZJ","3","Times_Alive",2
"sponsz","3","Times_Alive",2
"Bim","3","Times_Alive",2
"HunterPence","3","Times_Alive",1
"LSV","3","Times_Dead",38
"dokomoy","3","Times_Dead",55
"Keaton","3","Times_Dead",37
"zlubars","3","Times_Dead",37
"BK","3","Times_Dead",74
"Dreamy","3","Times_Dead",8
"5up","3","Times_Dead",3
"Eirik","3","Times_Dead",9
"wrapter","3","Times_Dead",41
"Mani","3","Times_Dead",34
"Gaby","3","Times_Dead",16
"samie","3","Times_Dead",2
"LadyAtarka","3","Times_Dead",25
"Oltanya","3","Times_Dead",37
"Bene","3","Times_Dead",0
"Ian","3","Times_Dead",35
"Pojo","3","Times_Dead",30
"Sam","3","Times_Dead",49
"Pheylop","3","Times_Dead",51
"jorbs","3","Times_Dead",39
"julie","3","Times_Dead",0
"Ahamkara","3","Times_Dead",44
"dcsports8","3","Times_Dead",9
"Ben P","3","Times_Dead",3
"Squirrel_Loot","3","Times_Dead",4
"Stunlock","3","Times_Dead",2
"Rada","3","Times_Dead",10
"PANCAKE","3","Times_Dead",1
"Memes","3","Times_Dead",19
"synthe","3","Times_Dead",3
"Emily","3","Times_Dead",4
"CoolJets","3","Times_Dead",24
"Ambiance","3","Times_Dead",1
"DBatterskull","3","Times_Dead",34
"bsweitz","3","Times_Dead",32
"Zyla","3","Times_Dead",7
"Andrew","3","Times_Dead",34
"Barnabus","3","Times_Dead",24
"Kyle","3","Times_Dead",7
"LegenVD","3","Times_Dead",4
"TheAsianAvenger","3","Times_Dead",4
"Whyin","3","Times_Dead",0
"GrahamLRR","3","Times_Dead",3
"Bloody","3","Times_Dead",29
"Seabats","3","Times_Dead",8
"AshlenRose","3","Times_Dead",4
"Voxy","3","Times_Dead",3
"SwayingRug","3","Times_Dead",0
"Fader","3","Times_Dead",16
"TomM","3","Times_Dead",18
"ScaldingHotSoup","3","Times_Dead",4
"Corey","3","Times_Dead",3
"Chosaucer","3","Times_Dead",34
"BennyB","3","Times_Dead",27
"Mullibok","3","Times_Dead",4
"JohnnyCatz","3","Times_Dead",3
"DoubleFried","3","Times_Dead",24
"Kibler","3","Times_Dead",11
"Rafon","3","Times_Dead",2
"HGRose","3","Times_Dead",7
"nucleosynth","3","Times_Dead",2
"Colossus","3","Times_Dead",1
"Trotske","3","Times_Dead",2
"Seven","3","Times_Dead",8
"Saku","3","Times_Dead",4
"Adrien","3","Times_Dead",1
"Riley","3","Times_Dead",2
"Toffel","3","Times_Dead",6
"Stranjak","3","Times_Dead",0
"hafu","3","Times_Dead",2
"DaveWilliams","3","Times_Dead",5
"Nairbly","3","Times_Dead",15
"Wolf","3","Times_Dead",1
"FoxBox","3","Times_Dead",6
"Ryuu","3","Times_Dead",4
"coco","3","Times_Dead",2
"yoinkster","3","Times_Dead",6
"DuckMyInt","3","Times_Dead",1
"Isaac","3","Times_Dead",1
"BRazz","3","Times_Dead",19
"Scott","3","Times_Dead",33
"Iroknight","3","Times_Dead",2
"Dix","3","Times_Dead",7
"Nick","3","Times_Dead",11
"Eric","3","Times_Dead",6
"Nate","3","Times_Dead",0
"AbeyBaby","3","Times_Dead",0
"TomRoss","3","Times_Dead",3
"BradNelson","3","Times_Dead",2
"Zhoola","3","Times_Dead",19
"Platypus","3","Times_Dead",9
"Jason","3","Times_Dead",25
"niphette","3","Times_Dead",2
"Bonde","3","Times_Dead",1
"LeeSharpe","3","Times_Dead",1
"GGards","3","Times_Dead",2
"SamSherman","3","Times_Dead",0
"CALC","3","Times_Dead",1
"honk","3","Times_Dead",20
"Murklurker","3","Times_Dead",5
"Aberdasher","3","Times_Dead",1
"rettoto","3","Times_Dead",1
"MurkLurker","3","Times_Dead",5
"flutter","3","Times_Dead",12
"Skadj","3","Times_Dead",1
"ZJ","3","Times_Dead",2
"sponsz","3","Times_Dead",1
"Bim","3","Times_Dead",0
"HunterPence","3","Times_Dead",2
"LSV","3","Skipped",12
"dokomoy","3","Skipped",24
"Keaton","3","Skipped",10
"zlubars","3","Skipped",9
"BK","3","Skipped",20
"Dreamy","3","Skipped",5
"5up","3","Skipped",1
"Eirik","3","Skipped",8
"wrapter","3","Skipped",9
"Mani","3","Skipped",13
"Gaby","3","Skipped",5
"samie","3","Skipped",0
"LadyAtarka","3","Skipped",14
"Oltanya","3","Skipped",6
"Bene","3","Skipped",1
"Ian","3","Skipped",14
"Pojo","3","Skipped",15
"Sam","3","Skipped",25
"Pheylop","3","Skipped",18
"jorbs","3","Skipped",9
"julie","3","Skipped",1
"Ahamkara","3","Skipped",21
"dcsports8","3","Skipped",2
"Ben P","3","Skipped",1
"Squirrel_Loot","3","Skipped",1
"Stunlock","3","Skipped",3
"Rada","3","Skipped",3
"PANCAKE","3","Skipped",1
"Memes","3","Skipped",8
"synthe","3","Skipped",0
"Emily","3","Skipped",2
"CoolJets","3","Skipped",2
"Ambiance","3","Skipped",0
"DBatterskull","3","Skipped",10
"bsweitz","3","Skipped",17
"Zyla","3","Skipped",5
"Andrew","3","Skipped",18
"Barnabus","3","Skipped",13
"Kyle","3","Skipped",4
"LegenVD","3","Skipped",1
"TheAsianAvenger","3","Skipped",1
"Whyin","3","Skipped",0
"GrahamLRR","3","Skipped",2
"Bloody","3","Skipped",27
"Seabats","3","Skipped",4
"AshlenRose","3","Skipped",1
"Voxy","3","Skipped",2
"SwayingRug","3","Skipped",1
"Fader","3","Skipped",2
"TomM","3","Skipped",5
"ScaldingHotSoup","3","Skipped",1
"Corey","3","Skipped",1
"Chosaucer","3","Skipped",13
"BennyB","3","Skipped",10
"Mullibok","3","Skipped",1
"JohnnyCatz","3","Skipped",0
"DoubleFried","3","Skipped",6
"Kibler","3","Skipped",5
"Rafon","3","Skipped",1
"HGRose","3","Skipped",5
"nucleosynth","3","Skipped",2
"Colossus","3","Skipped",1
"Trotske","3","Skipped",0
"Seven","3","Skipped",1
"Saku","3","Skipped",2
"Adrien","3","Skipped",1
"Riley","3","Skipped",2
"Toffel","3","Skipped",5
"Stranjak","3","Skipped",0
"hafu","3","Skipped",0
"DaveWilliams","3","Skipped",2
"Nairbly","3","Skipped",4
"Wolf","3","Skipped",4
"FoxBox","3","Skipped",1
"Ryuu","3","Skipped",2
"coco","3","Skipped",1
"yoinkster","3","Skipped",2
"DuckMyInt","3","Skipped",0
"Isaac","3","Skipped",0
"BRazz","3","Skipped",4
"Scott","3","Skipped",14
"Iroknight","3","Skipped",3
"Dix","3","Skipped",1
"Nick","3","Skipped",3
"Eric","3","Skipped",1
"Nate","3","Skipped",0
"AbeyBaby","3","Skipped",1
"TomRoss","3","Skipped",4
"BradNelson","3","Skipped",2
"Zhoola","3","Skipped",9
"Platypus","3","Skipped",5
"Jason","3","Skipped",8
"niphette","3","Skipped",0
"Bonde","3","Skipped",0
"LeeSharpe","3","Skipped",0
"GGards","3","Skipped",1
"SamSherman","3","Skipped",0
"CALC","3","Skipped",0
"honk","3","Skipped",3
"Murklurker","3","Skipped",0
"Aberdasher","3","Skipped",0
"rettoto","3","Skipped",0
"MurkLurker","3","Skipped",0
"flutter","3","Skipped",1
"Skadj","3","Skipped",1
"ZJ","3","Skipped",1
"sponsz","3","Skipped",0
"Bim","3","Skipped",1
"HunterPence","3","Skipped",0
"LSV","3","Voted_Impostor",15
"dokomoy","3","Voted_Impostor",31
"Keaton","3","Voted_Impostor",23
"zlubars","3","Voted_Impostor",16
"BK","3","Voted_Impostor",44
"Dreamy","3","Voted_Impostor",5
"5up","3","Voted_Impostor",6
"Eirik","3","Voted_Impostor",4
"wrapter","3","Voted_Impostor",11
"Mani","3","Voted_Impostor",20
"Gaby","3","Voted_Impostor",9
"samie","3","Voted_Impostor",0
"LadyAtarka","3","Voted_Impostor",9
"Oltanya","3","Voted_Impostor",16
"Bene","3","Voted_Impostor",1
"Ian","3","Voted_Impostor",14
"Pojo","3","Voted_Impostor",12
"Sam","3","Voted_Impostor",36
"Pheylop","3","Voted_Impostor",25
"jorbs","3","Voted_Impostor",21
"julie","3","Voted_Impostor",1
"Ahamkara","3","Voted_Impostor",23
"dcsports8","3","Voted_Impostor",9
"Ben P","3","Voted_Impostor",0
"Squirrel_Loot","3","Voted_Impostor",1
"Stunlock","3","Voted_Impostor",1
"Rada","3","Voted_Impostor",5
"PANCAKE","3","Voted_Impostor",0
"Memes","3","Voted_Impostor",8
"synthe","3","Voted_Impostor",0
"Emily","3","Voted_Impostor",1
"CoolJets","3","Voted_Impostor",5
"Ambiance","3","Voted_Impostor",2
"DBatterskull","3","Voted_Impostor",8
"bsweitz","3","Voted_Impostor",31
"Zyla","3","Voted_Impostor",4
"Andrew","3","Voted_Impostor",22
"Barnabus","3","Voted_Impostor",11
"Kyle","3","Voted_Impostor",4
"LegenVD","3","Voted_Impostor",2
"TheAsianAvenger","3","Voted_Impostor",0
"Whyin","3","Voted_Impostor",0
"GrahamLRR","3","Voted_Impostor",0
"Bloody","3","Voted_Impostor",27
"Seabats","3","Voted_Impostor",0
"AshlenRose","3","Voted_Impostor",1
"Voxy","3","Voted_Impostor",2
"SwayingRug","3","Voted_Impostor",0
"Fader","3","Voted_Impostor",7
"TomM","3","Voted_Impostor",12
"ScaldingHotSoup","3","Voted_Impostor",3
"Corey","3","Voted_Impostor",3
"Chosaucer","3","Voted_Impostor",16
"BennyB","3","Voted_Impostor",14
"Mullibok","3","Voted_Impostor",1
"JohnnyCatz","3","Voted_Impostor",0
"DoubleFried","3","Voted_Impostor",13
"Kibler","3","Voted_Impostor",5
"Rafon","3","Voted_Impostor",0
"HGRose","3","Voted_Impostor",5
"nucleosynth","3","Voted_Impostor",3
"Colossus","3","Voted_Impostor",0
"Trotske","3","Voted_Impostor",2
"Seven","3","Voted_Impostor",4
"Saku","3","Voted_Impostor",2
"Adrien","3","Voted_Impostor",0
"Riley","3","Voted_Impostor",0
"Toffel","3","Voted_Impostor",3
"Stranjak","3","Voted_Impostor",0
"hafu","3","Voted_Impostor",0
"DaveWilliams","3","Voted_Impostor",1
"Nairbly","3","Voted_Impostor",5
"Wolf","3","Voted_Impostor",0
"FoxBox","3","Voted_Impostor",2
"Ryuu","3","Voted_Impostor",2
"coco","3","Voted_Impostor",3
"yoinkster","3","Voted_Impostor",2
"DuckMyInt","3","Voted_Impostor",0
"Isaac","3","Voted_Impostor",1
"BRazz","3","Voted_Impostor",4
"Scott","3","Voted_Impostor",11
"Iroknight","3","Voted_Impostor",0
"Dix","3","Voted_Impostor",2
"Nick","3","Voted_Impostor",7
"Eric","3","Voted_Impostor",5
"Nate","3","Voted_Impostor",0
"AbeyBaby","3","Voted_Impostor",0
"TomRoss","3","Voted_Impostor",1
"BradNelson","3","Voted_Impostor",1
"Zhoola","3","Voted_Impostor",13
"Platypus","3","Voted_Impostor",10
"Jason","3","Voted_Impostor",9
"niphette","3","Voted_Impostor",0
"Bonde","3","Voted_Impostor",0
"LeeSharpe","3","Voted_Impostor",1
"GGards","3","Voted_Impostor",0
"SamSherman","3","Voted_Impostor",0
"CALC","3","Voted_Impostor",0
"honk","3","Voted_Impostor",11
"Murklurker","3","Voted_Impostor",0
"Aberdasher","3","Voted_Impostor",0
"rettoto","3","Voted_Impostor",0
"MurkLurker","3","Voted_Impostor",0
"flutter","3","Voted_Impostor",8
"Skadj","3","Voted_Impostor",0
"ZJ","3","Voted_Impostor",1
"sponsz","3","Voted_Impostor",2
"Bim","3","Voted_Impostor",1
"HunterPence","3","Voted_Impostor",0
"LSV","3","Voted_Crew",10
"dokomoy","3","Voted_Crew",10
"Keaton","3","Voted_Crew",11
"zlubars","3","Voted_Crew",12
"BK","3","Voted_Crew",18
"Dreamy","3","Voted_Crew",4
"5up","3","Voted_Crew",0
"Eirik","3","Voted_Crew",0
"wrapter","3","Voted_Crew",4
"Mani","3","Voted_Crew",7
"Gaby","3","Voted_Crew",6
"samie","3","Voted_Crew",1
"LadyAtarka","3","Voted_Crew",5
"Oltanya","3","Voted_Crew",8
"Bene","3","Voted_Crew",1
"Ian","3","Voted_Crew",10
"Pojo","3","Voted_Crew",9
"Sam","3","Voted_Crew",18
"Pheylop","3","Voted_Crew",12
"jorbs","3","Voted_Crew",6
"julie","3","Voted_Crew",0
"Ahamkara","3","Voted_Crew",13
"dcsports8","3","Voted_Crew",3
"Ben P","3","Voted_Crew",0
"Squirrel_Loot","3","Voted_Crew",1
"Stunlock","3","Voted_Crew",0
"Rada","3","Voted_Crew",1
"PANCAKE","3","Voted_Crew",0
"Memes","3","Voted_Crew",7
"synthe","3","Voted_Crew",0
"Emily","3","Voted_Crew",2
"CoolJets","3","Voted_Crew",6
"Ambiance","3","Voted_Crew",0
"DBatterskull","3","Voted_Crew",6
"bsweitz","3","Voted_Crew",14
"Zyla","3","Voted_Crew",2
"Andrew","3","Voted_Crew",7
"Barnabus","3","Voted_Crew",5
"Kyle","3","Voted_Crew",0
"LegenVD","3","Voted_Crew",3
"TheAsianAvenger","3","Voted_Crew",3
"Whyin","3","Voted_Crew",1
"GrahamLRR","3","Voted_Crew",3
"Bloody","3","Voted_Crew",4
"Seabats","3","Voted_Crew",3
"AshlenRose","3","Voted_Crew",1
"Voxy","3","Voted_Crew",0
"SwayingRug","3","Voted_Crew",0
"Fader","3","Voted_Crew",4
"TomM","3","Voted_Crew",3
"ScaldingHotSoup","3","Voted_Crew",0
"Corey","3","Voted_Crew",0
"Chosaucer","3","Voted_Crew",2
"BennyB","3","Voted_Crew",8
"Mullibok","3","Voted_Crew",3
"JohnnyCatz","3","Voted_Crew",0
"DoubleFried","3","Voted_Crew",5
"Kibler","3","Voted_Crew",1
"Rafon","3","Voted_Crew",0
"HGRose","3","Voted_Crew",4
"nucleosynth","3","Voted_Crew",2
"Colossus","3","Voted_Crew",0
"Trotske","3","Voted_Crew",1
